symbol,fiscaldate_end,reported_currency,operating_cashflow,payments_foroperating_activities,proceeds_fromoperating_activities,changein_operating_liabilities,changein_operating_assets,dpr_depletion_amort,capital_expenditures,changein_receivables,changein_inventory,profit_loss,cashflow_frominvestment,cashflow_fromfinancing,proceeds_fromrepayment_shortterm_debt,payments_forrepurchase_commonstock,payments_forrepurchase_equity,payments_forrepurchase_preferredstock,div_payout,div_payout_commonstock,div_payout_preferredstock,proceedsFromIssuanceOfCommonStock,proceeds_fromissuance_longterm_debtcapital_secnet,proceeds_fromissuance_preferredstock,proceeds_fromrepurchase_equity,proceeds_fromsale_treasurystock,changein_cash_cashequivalents,changein_exchangerate,netincome
AAAP,2015-09-30,USD,0.0,0,0,0,0,0.0,8317000.0,0,0.0,0,0.0,21153000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0
AAC,2014-09-30,USD,5796000.0,0,0,0,0,0.0,12021000.0,0,0.0,0,0.0,12326000.0,0,0,0,0,-79000.0,-79000.0,0,0,0,0,0.0,0,0,0,2458000.0
ACAMU,2019-03-31,USD,-168680.0,0,0,0,0,0.0,0.0,0,0.0,0,-300000000.0,302379760.0,0,0,0,0,0.0,0.0,0,0,0,0,294000000.0,0,0,0,406170.0
ACIU,2016-09-30,USD,8474000.0,0,0,0,0,59000.0,306000.0,0,0.0,0,-306000.0,68100000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,-9102000.0
ACI,2020-06-20,USD,2091900000.0,63500000,0,733100000,-63100000,0.0,0.0,4700000,-67800000.0,586200000,-399400000.0,-106900000.0,0,1680000000,1680000000,0,0.0,0.0,0,0,2000000000,0,0.0,0,1585600000,0,586200000.0
ACLI,2005-09-30,USD,10357000.0,0,0,0,0,0.0,26129000.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,3506000.0
ACMR,2017-09-30,USD,-4661000.0,0,0,0,0,0.0,123000.0,3129000,3744000.0,-1282000,-8486000.0,20006000.0,0,0,0,0,0.0,0.0,0,0,0,0,15300000.0,0,3868000,31000,-955000.0
ACOM,2009-09-30,USD,51765000.0,0,0,0,0,0.0,7566000.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,4041000.0
ADHD,2013-06-30,USD,0.0,0,0,0,0,0.0,3000.0,0,0.0,0,0.0,22035000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0
ADILW,2018-06-30,USD,-188940.0,0,0,0,0,0.0,0.0,0,0.0,-1792356,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,96059,0,-1792356.0
ADIL,2018-06-30,USD,-188940.0,0,0,0,0,140.0,0.0,0,0.0,-1792356,35117.0,284999.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,96059,0,-1792356.0
ADNC,2012-03-31,USD,3795000.0,0,0,0,0,0.0,700000.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,4169000.0
ADSW,2016-09-30,USD,87300000.0,0,0,-5700000,200000,64000000.0,124200000.0,-1300000,0.0,3800000,-54100000.0,-33900000.0,0,0,0,0,0.0,0.0,0,0,32000000,0,0.0,0,-700000,0,3700000.0
AFCO,2015-09-30,USD,2888000.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,25341000.0,0,0,0,0,-1392000.0,-1392000.0,0,0,0,0,0.0,0,0,0,0.0
AFYA,2019-06-30,BRL,51078000.0,0,0,0,0,19387000.0,11745000.0,0,976000.0,0,-186796000.0,-41135000.0,0,0,0,0,-10.92,-10.92,0,0,0,0,0.0,0,0,0,16317000.0
AGAM,2009-09-30,USD,6824000.0,0,0,0,0,0.0,7511000.0,0,2108000.0,0,0.0,28206000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,2187000.0
AGS,2017-12-31,USD,-56732000.0,0,0,6118000,6428000,18051000.0,12624000.0,-1301000,1183000.0,-8520000,-71122000.0,40884000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,-86964000,6000,-8520000.0
AHPAU,2016-09-30,USD,-24486.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,70258.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,-30542.0
AIHS,2018-03-31,USD,-487310.86,0,0,0,0,211973.18,3171.36,0,0.0,0,-3171.36,14076893.84,0,0,0,0,0.0,0.0,0,0,0,0,478196.78,0,0,0,-10761264.61
AIH,2019-09-30,CNY,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,115674000.0
AKAO,2014-03-31,USD,242000.0,0,0,0,0,0.0,7000.0,0,0.0,0,-7000.0,73964000.0,0,0,0,0,0.0,0.0,0,0,0,0,75181000.0,0,0,0,-3455000.0
AKRO,2019-06-30,USD,-5322000.0,0,0,0,0,0.0,0.0,0,0.0,-7228000,-71513000.0,98200000.0,0,0,0,0,0.0,0.0,0,0,0,0,97480000.0,0,0,0,-7228000.0
AKUS,2020-06-30,USD,-11381000.0,0,0,0,0,529000.0,1050000.0,0,0.0,0,-1050000.0,225262000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,-12523000.0
ALDW,2012-12-31,USD,528825000.0,0,0,0,0,0.0,31769000.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,113232000.0
ALEC,2018-12-31,USD,-17654000.0,0,0,0,0,276000.0,417000.0,0,0.0,-17373000,42465000.0,-1280000.0,0,0,0,0,0.0,0.0,0,0,0,0,133050000.0,0,0,0,-17373000.0
ALLK,2018-06-30,USD,-8108000.0,0,0,0,0,58000.0,1633000.0,0,0.0,-9377000,-46379000.0,-818000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,-9377000.0
ALLO,2018-09-30,USD,-17130000.0,0,0,0,0,354000.0,1377000.0,0,0.0,-43497000,-316776000.0,274057000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,-43497000.0
ALNA,2017-09-30,USD,-17781000.0,0,0,0,0,0.0,56000.0,0,0.0,-4670000,23418000.0,-568000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,-4670000.0
ALTR,2017-09-30,USD,13069000.0,0,0,0,0,2811000.0,4032000.0,0,0.0,-29626000,-11158000.0,18743000.0,0,307000,0,0,0.0,0.0,0,0,0,0,476000.0,0,0,0,-29626000.0
AMBR,2014-03-31,USD,-175619.0,0,0,0,0,1129492.0,44398.0,3145549,0.0,0,-960514.0,47239000.0,0,0,0,0,0.0,0.0,0,0,0,0,-3395324.0,0,46064474,-38574,-21939731.0
AMHCU,2019-12-31,USD,-367470.0,0,0,0,0,0.0,0.0,0,0.0,0,-100000000.0,101580230.0,0,0,0,0,0.0,0.0,0,0,0,0,102000000.0,0,0,0,2040.0
AMK,2019-06-30,USD,4739000.0,0,0,0,0,7613000.0,745000.0,0,0.0,3237000,-41568000.0,-1250000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,3237000.0
AMRE,2012-06-30,USD,4085000.0,0,0,0,0,0.0,11000.0,0,0.0,0,0.0,0.0,0,0,0,0,-4662000.0,-4662000.0,0,0,0,0,0.0,0,0,0,1446000.0
ANNX,2020-06-30,USD,-10246000.0,0,0,0,0,131000.0,0.0,0,0.0,0,-16000.0,101666000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,-12240000.0
ANPC,2019-12-31,CNY,-15984000.0,0,0,0,0,740000.0,332000.0,0,-349000.0,0,-632000.0,-1431000.0,0,0,0,0,0.0,0.0,0,0,0,0,-7954000.0,0,0,0,-32555000.0
ANVS,2019-12-31,USD,-52528.0,0,0,0,0,0.0,0.0,0,0.0,-201256,0.0,-1864.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,-201256.0
APFH,2016-06-30,USD,57613000.0,0,0,0,0,17994000.0,17052000.0,0,4901000.0,0,-7288000.0,22938000.0,0,0,0,0,-11123000.0,-11123000.0,0,0,0,0,-1628000.0,0,0,0,64134000.0
APIC,2015-04-30,USD,0.0,0,0,0,0,0.0,835000.0,0,0.0,0,0.0,77815000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0
API,2020-06-30,USD,7451000.0,0,0,0,0,1005000.0,3825000.0,0,0.0,0,-3825000.0,485555000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,3006000.0
APLT,2019-03-31,USD,-7002000.0,0,0,0,0,23000.0,0.0,0,0.0,-8730000,-19878000.0,2940000.0,0,0,0,0,0.0,0.0,0,0,0,0,3131000.0,0,0,0,-8730000.0
APRE,2019-09-30,USD,-2793314.0,0,0,0,0,4114.0,10246.0,0,0.0,-6249419,-10246.0,-3619652.0,0,0,0,0,0.0,0.0,0,0,0,0,5621480.0,0,0,0,-6249419.0
APRN,2017-06-30,USD,-51652000.0,0,0,0,0,5383000.0,34820000.0,340000,-2894000.0,-31628000,-35073000.0,87186000.0,0,0,0,0,0.0,0.0,0,0,0,0,781000.0,0,461000,0,-31628000.0
APTX,2018-06-30,USD,-10774000.0,0,0,0,0,100000.0,276000.0,0,0.0,-13335000,-276000.0,107790000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,-13335000.0
APXTU,2019-09-30,USD,-229700.0,0,0,0,0,0.0,0.0,0,0.0,-147749,-350000000.0,351443558.0,0,0,0,0,0.0,0.0,0,0,0,0,352025000.0,0,1213858,0,29595.0
AQUA,2017-09-30,USD,12710000.0,0,0,0,0,22073000.0,17300000.0,0,-2016000.0,12960000,-17629000.0,10070000.0,0,398000,0,0,-4750000.0,-4750000.0,0,0,0,0,5521000.0,0,5237000,86000,11061000.0
ARA,2016-03-31,USD,36561000.0,0,0,0,0,7677000.0,16396000.0,1088000,1224000.0,22557000,-16396000.0,-15188000.0,0,0,0,0,-21440000.0,-21440000.0,0,0,0,0,1884000.0,0,4977000,0,3756000.0
ARCE,2018-09-30,USD,6181777.46,0,0,0,0,1098778.03,470122.69,0,-1018391.78,0,-3427988.35,207248699.63,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,-14992907.1
ARCX,2013-09-30,USD,14487000.0,0,0,0,0,0.0,10540000.0,0,0.0,0,0.0,77597000.0,0,0,0,0,-946000.0,-946000.0,0,0,0,0,0.0,0,0,0,1274000.0
ARDS,2018-06-30,USD,-6270000.0,0,0,0,0,73000.0,647000.0,0,0.0,-1423000,-647000.0,25080000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,-1424000.0
ARD,2017-03-31,USD,19256000.0,0,0,0,0,150000000.0,113399000.0,0,0.0,0,-109000000.0,437548000.0,0,0,0,0,-68467000.0,-68467000.0,0,0,0,0,323000000.0,0,0,0,-59000000.0
ARMO,2017-12-31,USD,-17020000.0,0,0,0,0,50000.0,21000.0,0,0.0,0,-14000.0,67484000.0,0,0,0,0,0.0,0.0,0,0,0,0,136896000.0,0,0,0,-14529000.0
ARPI,2013-03-31,USD,624000.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,29515000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0
ART,2009-09-30,USD,29280000.0,0,0,0,0,0.0,841000.0,0,0.0,0,63263000.0,0.0,0,0,0,0,-14000000.0,-14000000.0,0,0,0,0,0.0,0,0,0,0.0
ARVN,2018-09-30,USD,-10986983.0,0,0,0,0,191548.0,938890.0,0,0.0,-13387672,11798790.0,2026638.0,0,0,0,0,0.0,0.0,0,0,0,0,55075000.0,0,0,0,-13387672.0
ARX,2010-12-31,USD,0.0,0,0,0,0,0.0,11213000.0,0,0.0,0,0.0,11617000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0
ARYAU,2018-09-30,USD,0.0,0,0,0,0,0.0,0.0,0,0.0,-2352,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0
ARYA,2020-06-30,USD,-485648.0,0,0,0,0,0.0,0.0,0,0.0,0,-149500000.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,-11717.0
ASNS,2017-12-31,USD,-12907000.0,0,0,0,0,195000.0,42000.0,0,0.0,0,5135000.0,101262000.0,0,0,0,0,0.0,0.0,0,0,0,0,66000000.0,0,0,0,-33877000.0
ASPX,2013-12-31,USD,0.0,0,0,0,0,0.0,14000.0,0,0.0,0,0.0,43686000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0
ASV,2017-03-31,USD,1132000.0,0,0,0,0,0.0,38000.0,0,2348000.0,0,498000.0,-2193000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,232000.0
ATACU,2017-09-30,USD,-6278.0,0,0,0,0,0.0,0.0,0,0.0,0,-45135000.0,45797091.0,0,0,0,0,0.0,0.0,0,0,0,0,47487600.0,0,0,0,-1037.0
ATB,2004-09-30,USD,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,6367000.0
ATHL,2013-06-30,USD,79224000.0,0,0,0,0,0.0,177996000.0,0,0.0,0,0.0,92784000.0,0,0,0,0,-75000000.0,-75000000.0,0,0,0,0,0.0,0,0,0,23697000.0
ATNX,2017-06-30,USD,-48803000.0,0,0,0,0,848000.0,1888000.0,1850000,2425000.0,-38668000,-26537000.0,96791000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,29554000,0,-38625000.0
ATN,2006-12-31,USD,63788000.0,0,0,0,0,0.0,75635000.0,0,0.0,0,0.0,0.0,0,0,0,0,-139944000.0,-139944000.0,0,0,0,0,0.0,0,0,0,21648000.0
ATUS,2017-06-30,USD,456854000.0,0,0,0,0,706787000.0,202235000.0,0,0.0,-474790000,-204856000.0,-114959000.0,0,0,0,0,-839700000.0,-839700000.0,0,0,0,0,0.0,0,0,0,-475155000.0
ATXI,2017-06-30,USD,-1290000.0,0,0,0,0,35000.0,0.0,0,0.0,-2909000,0.0,35304000.0,0,0,0,0,0.0,0.0,0,0,0,0,34503000.0,0,-1290000,0,-2406000.0
AUTL,2018-06-30,USD,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,-10256000.0
AUVI,2020-09-30,USD,-429897.0,0,0,0,0,9182.0,55814.0,0,-45156.0,0,-55814.0,4927529.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,-894732.0
AVIV,2013-03-31,USD,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,35790000.0,0,0,0,0,-21224000.0,-21224000.0,0,0,0,0,0.0,0,0,0,0.0
AVNU,2014-12-31,USD,10446000.0,0,0,0,0,0.0,471000.0,0,342000.0,0,0.0,97398000.0,0,0,0,0,-189000.0,-189000.0,0,0,0,0,0.0,0,0,0,1293000.0
AVOL,2014-12-31,USD,284841000.0,0,0,0,0,0.0,1939561000.0,0,0.0,0,0.0,1115161000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0
AVRO,2018-06-30,USD,-8249000.0,0,0,0,0,45000.0,161000.0,0,0.0,-10507000,-137000.0,105473000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,-10507000.0
AVTR,2019-06-30,USD,-5900000.0,0,0,0,0,103000000.0,14000000.0,0,30000000.0,-48700000,-12400000.0,38300000.0,0,0,0,0,-15100000.0,-15100000.0,0,0,0,0,1604800000.0,0,0,0,-48700000.0
AVXS,2015-12-31,USD,0.0,0,0,0,0,0.0,221000.0,0,0.0,0,0.0,73149000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0
AXNX,2018-09-30,USD,-8101863.0,0,0,0,0,235000.0,707000.0,0,235000.0,-7566000,3516000.0,6000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,-7566000.0
AYLA,2020-03-31,USD,-6391000.0,0,0,0,0,53000.0,20000.0,0,0.0,6598000,182000.0,-261000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,-6598000.0
AZRE,2016-09-30,USD,2855000.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,125111000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,-226363000.0
AZUL,2017-03-31,USD,6916000.0,0,0,0,0,67528000.0,49030000.0,0,-7711000.0,0,39826000.0,-262028000.0,0,0,0,0,0.0,0.0,0,0,0,0,1254763000.0,0,0,0,17484000.0
BALT,2010-03-31,USD,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,285786000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0
BATS,2016-03-31,USD,39600000.0,0,0,0,0,0.0,700000.0,0,0.0,0,6800000.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,30100000.0
BBIO,2019-06-30,USD,-68248000.0,0,0,0,0,132000.0,83000.0,0,0.0,-74334000,-583000.0,-9969000.0,0,0,0,0,0.0,0.0,0,0,0,0,538000.0,0,0,0,-65895000.0
BCACU,2017-06-30,USD,-14744.0,0,0,0,0,0.0,0.0,0,0.0,0,-61884375.0,62409495.0,0,0,0,0,0.0,0.0,0,0,0,0,71851433.96,0,0,0,-31682.0
BCEL,2019-06-30,USD,-13751000.0,0,0,0,0,395000.0,644000.0,0,0.0,-17921000,9071000.0,133320000.0,0,0,0,0,0.0,0.0,0,0,0,0,133866000.0,0,0,0,-17921000.0
BCYC,2019-06-30,USD,-7608000.0,0,0,0,0,230000.0,463000.0,0,0.0,0,-463000.0,59095000.0,0,0,0,0,0.0,0.0,0,0,0,0,59129000.0,0,0,0,-10217000.0
BEAM,2019-12-31,USD,-17800000.0,0,0,0,0,1002000.0,2160000.0,0,0.0,-27850000,16559000.0,699000.0,0,0,0,0,0.0,0.0,0,0,0,0,38086000.0,0,0,0,-27850000.0
BEDU,2017-05-31,USD,12163000.0,0,0,0,0,78056000.0,97116000.0,0,982000.0,0,-83613000.0,152954000.0,0,0,0,0,0.0,0.0,0,0,0,0,1151112000.0,0,0,0,15868000.0
BEKE,2020-06-30,CNY,9133566000.0,0,0,0,0,272184000.0,148186000.0,0,0.0,0,2751829000.0,329069000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,2836568000.0
BETR,2015-06-30,USD,25477000.0,0,0,0,0,0.0,311000.0,0,1073000.0,0,0.0,0.0,0,0,0,0,-22285000.0,-22285000.0,0,0,0,0,0.0,0,0,0,3560000.0
BE,2018-06-30,USD,-12463000.0,0,0,0,0,10707000.0,8287000.0,0,34730000.0,-60510000,-3778000.0,22521000.0,0,0,0,0,0.0,0.0,0,622000,0,0,742000.0,0,0,0,-55998000.0
BGNE,2015-12-31,USD,-39843000.0,0,0,0,0,1545000.0,5314000.0,0,-10930000.0,0,-58906000.0,103205000.0,0,0,0,0,0.0,0.0,0,0,0,0,77000.0,0,0,0,-57102000.0
BHAT,2019-06-30,USD,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,1088299.0
BHVN,2017-03-31,USD,-18888000.0,0,0,0,0,4000.0,21000.0,0,0.0,-18753000,-1578000.0,37951000.0,0,0,0,0,0.0,0.0,0,0,0,0,37951000.0,0,28721000,0,-22753000.0
BILI,2018-03-31,USD,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,-19114720.17
BILL,2019-12-31,USD,-1769000.0,0,0,0,0,1120000.0,1026000.0,0,0.0,-7578000,-237795000.0,253461000.0,0,0,0,0,0.0,0.0,0,0,0,0,227610000.0,0,0,0,-7578000.0
BIND,2013-09-30,USD,-7196000.0,0,0,0,0,0.0,1826000.0,0,0.0,0,-1037000.0,84088000.0,0,0,0,0,0.0,0.0,0,0,0,0,228000.0,0,0,0,-19586000.0
BJ,2018-08-04,USD,137862000.0,0,0,0,0,41076000.0,33521000.0,0,-50189000.0,-5614000,-33521000.0,-103507000.0,0,0,0,0,-25000.0,-25000.0,0,0,0,0,652340000.0,0,0,0,-5614000.0
BLCT,2020-06-30,CNY,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,-3349763.0
BLOX,2012-04-30,USD,17243000.0,0,0,0,0,0.0,3225000.0,0,0.0,0,0.0,101185000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0
BNK,2014-06-30,USD,1897000.0,0,0,0,0,0.0,6988000.0,0,0.0,0,0.0,125100000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,230000.0
BNNY,2012-03-31,USD,1291000.0,0,0,0,0,0.0,3538000.0,0,0.0,0,0.0,0.0,0,0,0,0,-13550000.0,-13550000.0,0,0,0,0,0.0,0,0,0,1929000.0
BNR,2020-06-30,CNY,61124000.0,0,0,0,0,0.0,0.0,0,0.0,0,296102000.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,-71055000.0
BNTX,2019-09-30,EUR,-49221000.0,0,0,0,0,8492000.0,21285000.0,0,-3590000.0,0,-21280000.0,248804000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,-30103000.0
BODY,2010-09-30,USD,10823000.0,0,0,0,0,0.0,5494000.0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,1343000.0
BOLD,2016-06-30,USD,-26468000.0,0,0,0,0,0.0,8845000.0,0,0.0,0,-33227000.0,93000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,-24623000.0
BONA,2010-12-31,USD,0.0,0,0,0,0,0.0,2730000.0,0,0.0,0,0.0,117425000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,3170000.0
BORR,2019-06-30,USD,-54900000.0,0,0,0,0,24600000.0,5200000.0,0,0.0,0,-51700000.0,154600000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,-103200000.0
BRACU,2017-09-30,USD,-171434.0,0,0,0,0,0.0,0.0,0,0.0,0,-208035000.0,208836834.0,0,0,0,0,0.0,0.0,0,0,0,0,140834909.74,0,0,0,-625.0
BRBR,2019-09-30,USD,38900000.0,0,0,0,0,6300000.0,1400000.0,0,24800000.0,26700000,-1400000.0,-35200000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,-200000,26700000.0
BRDR,2014-03-31,USD,0.0,0,0,0,0,0.0,479000.0,0,0.0,0,0.0,84941000.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0
BTAI,2018-03-31,USD,-1012000.0,0,0,0,0,2000.0,120000.0,0,0.0,-4282000,-120000.0,55590000.0,0,0,0,0,0.0,0.0,0,0,0,0,56512000.0,0,54578000,0,-4282000.0
