symbol,fiscaldate_end,reported_currency,gross_profit,total_revenue,costof_revenue,costof_goodservices_sold,operating_income,selling_gen_admin,research_dev,operating_expenses,investment_income_net,netInterestIncome,interest_income,interest_expense,noninterest_income,othernon_operatingincome,depreciation,dpr_and_amort,income_beforetax,incometax_expense,interest_debt_expense,netincome_cont_operations,comprehensive_income_netoftax,ebit,ebitda,netincome
ABCM,2020-09-30,GBP,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,1050000,0,0.0,0,0.0,0,0.0
ABNB,2020-12-31,USD,649517000,859264000.0,209747000,209747000,-3085794000.0,1343584000.0,2062195000.0,3945058000.0,0,-60853000,3287000,64140000.0,0,0,0,0,-3992502000.0,-104651000,0,-3887851000.0,0,-3895924000.0,0,-3887851000.0
ABST,2020-09-30,USD,25380150,28495557.0,3115407,3115407,4198883.0,16119574.0,5061693.0,24296674.0,0,-116713,21936,138649.0,0,0,0,0,3895944.0,1294000,0,2601944.0,0,5390617.0,0,2601944.0
ACCD,2020-05-31,USD,22493000,44441000.0,21948000,21948000,-12625000.0,12877000.0,11370000.0,48519000.0,0,-1282000,0,1282000.0,0,0,0,0,-13922000.0,38000,0,-13960000.0,0,896000.0,0,-13960000.0
ACI,2020-06-20,USD,6771500000,22751600000.0,15980100000,0,971800000.0,5769400000.0,0.0,5769400000.0,0,-180600000,0,0.0,0,-3100000,0,0,788100000.0,201900000,0,586200000.0,587900000,971800000.0,0,586200000.0
ADCT,2020-03-31,USD,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,102000,0,0.0,0,0.0,0,0.0
ADTX,2020-06-30,USD,0,0.0,0,0,-398480.0,370186.0,28294.0,398480.0,0,-135837,0,135837.0,0,0,0,0,-534317.0,0,0,-534317.0,0,-398480.0,0,-534317.0
AFYA,2019-06-30,BRL,96210000.0,178493000.0,82283000.0,82283000.0,37202000.0,59584000.0,0.0,59008000.0,0,-16755000,1410000,15721000.0,0,0,0,0,23051000.0,1725000.0,0,21326000.0,0,28287000.0,0,16317000.0
AGBA,2019-03-31,USD,0,0.0,0,0,-10020.0,10020.0,0.0,10020.0,0,5,5,0.0,0,0,0,0,-10015.0,0,0,-10015.0,0,-10020.0,0,-10015.0
AIH,2019-09-30,CNY,164348000.0,237892000.0,73544000.0,73544000.0,7493000.0,156855000.0,0.0,230399000.0,0,-6222000,115308000,6222000.0,0,0,0,0,123314000.0,4551000.0,0,118763000.0,0,129536000.0,0,115674000.0
AI,2020-10-31,USD,31260000,41341000.0,10081000,10081000,-14524000.0,29650000.0,16134000.0,55865000.0,0,288000,288000,0.0,0,0,0,0,-14814000.0,130000,0,-14944000.0,0,-13454000.0,0,-14944000.0
AKRO,2019-06-30,USD,0,0.0,0,0,-7609000.0,1649000.0,5960000.0,7609000.0,0,0,0,0.0,0,0,0,0,-7228000.0,0,0,-7228000.0,0,-7609000.0,0,-7228000.0
AKUS,2020-06-30,USD,0,0.0,0,0,-12601000.0,2664000.0,9937000.0,12601000.0,0,80000,80000,0.0,0,0,0,0,-12523000.0,0,0,-12523000.0,0,-12072000.0,0,-12523000.0
ALEC,2018-12-31,USD,-14952000,9145000.0,24097000,24097000,-19017000.0,4065000.0,24097000.0,28162000.0,0,0,0,0.0,0,1644000,0,276000,-17373000.0,0,0,-17373000.0,-17275000,-19017000.0,-18741000,-17373000.0
ALGM,2020-09-30,USD,55701000,115001000.0,59300000,59300000,12402000.0,26789000.0,25130000.0,124247000.0,0,350000,0,0.0,0,0,0,0,11700000.0,2082000,0,9618000.0,0,15939000.0,0,9584000.0
ALGS,2020-09-30,USD,0,0.0,0,0,-21557000.0,4225000.0,17332000.0,21557000.0,0,234000,234000,0.0,0,0,0,0,-33297000.0,0,0,-33297000.0,0,-20672000.0,0,-33297000.0
ALUS,2019-12-31,USD,0,0.0,0,0,-114583.0,114583.0,0.0,114583.0,0,0,0,0.0,0,0,0,0,216198.0,0,0,216198.0,0,-114583.0,0,216198.0
ALVR,2020-06-30,USD,0,0.0,0,0,-12153000.0,3268000.0,8885000.0,12153000.0,0,166000,166000,0.0,0,0,0,0,-11632000.0,0,0,-11632000.0,0,-12134000.0,0,-11632000.0
AMHC,2019-12-31,USD,0,0.0,0,0,-135300.0,136300.0,0.0,0.0,0,0,154570,0.0,0,0,0,0,19270.0,16230,0,0.0,0,0.0,0,3040.0
AMK,2019-06-30,USD,35774000,104483000.0,68709000,68709000,10557000.0,17604000.0,0.0,93926000.0,0,-4031000,-4031000,4031000.0,0,0,0,7613000,6526000.0,3289000,0,3237000.0,3237000,10557000.0,18170000,3237000.0
AMST,2020-09-30,USD,0,110109.0,0,0,-1472446.0,1114792.0,467763.0,1582555.0,0,-3613818,13,3613831.0,0,0,0,0,-5086264.0,0,0,-5086264.0,0,-1311459.0,0,-5086264.0
AMTI,2020-06-30,USD,0,0.0,0,0,-15323000.0,2487000.0,12836000.0,15323000.0,0,48000,48000,0.0,0,0,0,0,-15379000.0,0,0,-15379000.0,0,-14958000.0,0,-15379000.0
AMWL,2020-09-30,USD,20435000,62551000.0,42116000,42116000,-64287000.0,56871000.0,25275000.0,126838000.0,0,255000,255000,0.0,0,0,0,0,-64032000.0,78000,0,-64596000.0,0,-61711000.0,0,-63081000.0
ANDA,2018-12-31,USD,0,0.0,0,0,-14772.0,14772.0,0.0,14772.0,0,0,0,0.0,0,0,0,0,-7490.0,0,0,-7490.0,0,-14772.0,0,-7490.0
ANNX,2020-06-30,USD,0,0.0,0,0,-12237000.0,2950000.0,9287000.0,12237000.0,0,0,0,0.0,0,0,0,0,-12236000.0,4000,0,-12240000.0,0,-12106000.0,0,-12240000.0
ANPC,2019-12-31,CNY,951000,2732000.0,1781000,1781000,-25018000.0,23503000.0,2701000.0,27750000.0,0,-712000,0,712000.0,0,0,0,0,-33253000.0,-331000,0,-32922000.0,0,-31801000.0,0,-32555000.0
ANVS,2019-12-31,USD,0,0.0,0,0,-135887.0,108780.0,762182.0,135887.0,0,-12369,0,-12369.0,0,0,0,0,-201256.0,0,0,-201256.0,0,-109387.0,0,-201256.0
API,2020-06-30,USD,24478072,35560435.0,11082363,11082363,3069000.0,9547384.0,10919000.0,-23259.0,0,120000,120000,0.0,0,0,0,0,3196000.0,190000,0,3006000.0,0,4017466.0,0,3006000.0
APLT,2019-03-31,USD,0,0.0,0,0,-8729000.0,1855000.0,6874000.0,8729000.0,0,-1000,-1000,-1000.0,0,0,0,0,-8730000.0,0,0,-8730000.0,0,-8729000.0,0,-8730000.0
APSG,2020-09-30,USD,0,0.0,0,0,-10000.0,10000.0,0.0,10000.0,0,0,0,0.0,0,0,0,0,-10000.0,0,0,-10000.0,0,-10000.0,0,-10000.0
AREC,2019-03-31,USD,6994276,6994276.0,0,9257380,-9891406.0,1372588.0,1600117.0,16885682.0,0,-283683,41171,324854.0,7362925,-174214,816916,0,-14565190.0,0,324854,-10065620.0,-10065620,-9891406.0,0,-10065620.0
ARQT,2019-12-31,USD,0,0.0,0,0,-12994000.0,2237000.0,10757000.0,12994000.0,0,0,0,0.0,0,0,0,0,-12568000.0,0,0,-12568000.0,0,-12843000.0,0,-12568000.0
ARRY,2020-09-30,USD,26731000,139462000.0,112731000,112731000,-5107000.0,11873000.0,0.0,31838000.0,0,-673000,0,673000.0,0,-29000,600000,6374000,-5809000.0,1423000,0,-7232000.0,0,-5107000.0,1267000,-7232000.0
ARYA,2020-06-30,USD,0,0.0,0,0,-11717.0,11717.0,0.0,11717.0,0,0,0,0.0,0,0,0,0,-11717.0,0,0,-11717.0,0,-11717.0,0,-11717.0
ASAN,2020-10-31,USD,51584000,58905000.0,7321000,7321000,-61934000.0,80522000.0,32996000.0,120839000.0,0,-10740000,0,10740000.0,0,0,0,0,-72674000.0,615000,0,-73289000.0,0,-60942000.0,0,-73289000.0
ASO,2020-10-31,USD,496501000,1606420000.0,1109919000,1109919000,81556000.0,312713000.0,0.0,1267520000.0,0,-22399000,0,22399000.0,0,0,0,0,58393000.0,-1193000,0,59586000.0,0,184416000.0,0,59586000.0
ATAC,2020-09-30,USD,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0
ATHA,2020-09-30,USD,0,0.0,0,0,-7397000.0,1567000.0,5830000.0,7397000.0,0,35000,35000,0.0,0,0,0,0,-8456000.0,0,0,-8456000.0,0,-7815000.0,0,-8456000.0
ATIF,2019-04-30,USD,322996,322996.0,0,0,-452319.0,775315.0,0.0,775315.0,0,0,0,0.0,0,0,0,0,-446317.0,-71157,0,-375159.0,0,-452319.0,0,-375159.0
AUVI,2020-09-30,USD,78178,1560633.0,1482455,1482455,-894967.0,925108.0,48037.0,2455600.0,0,0,0,0.0,0,0,0,0,-894732.0,0,0,-894732.0,0,-885785.0,0,-894732.0
AVIR,2020-09-30,USD,0,0.0,0,0,-17629000.0,4028000.0,13601000.0,17629000.0,0,7000,7000,0.0,0,0,0,0,-17622000.0,0,0,-17622000.0,0,-17624000.0,0,-17622000.0
AVO,2020-10-31,USD,39513000,206773000.0,167260000,167260000,22691000.0,16822000.0,0.0,184082000.0,0,-705000,534000,1239000.0,0,0,0,0,23327000.0,4569000,0,18758000.0,0,30031000.0,0,18758000.0
AVTR,2019-06-30,USD,491100000,1532400000.0,1041300000,1041300000,119100000.0,372000000.0,0.0,1413300000.0,0,-115100000,-100800000,115100000.0,0,15600000,0,103000000,-50600000.0,-1900000,0,-48700000.0,-37300000,119100000.0,222100000,-48700000.0
AYLA,2020-03-31,USD,0,1001000.0,1001000,1001000,-6439000.0,1311000.0,5128000.0,7440000.0,0,-38000,-38000,0.0,0,0,0,0,-6477000.0,121000,0,-6598000.0,0,-6386000.0,0,-6598000.0
AZEK,2020-06-30,USD,75123000,223711000.0,148588000,148588000,7970000.0,65164000.0,1700000.0,65164.0,0,-25148000,0,25148000.0,0,0,12700000,0,-54716000.0,-2600000,0,-52116000.0,-52116000,7970000.0,0,-52116000.0
BCOW,2018-12-31,USD,3995000,3995000.0,0,0,3962782.0,32218.0,0.0,46218.0,0,3319000,4504000,1185000.0,662000,0,175000,0,68000.0,9000,1185000,59000.0,433000,3962782.0,0,59000.0
BCYC,2019-06-30,USD,-5015000,1522000.0,6537000,6537000,-7988000.0,2973000.0,6537000.0,9510000.0,0,90000,90000,0.0,0,0,0,0,-10082000.0,135000,0,-10217000.0,0,-7758000.0,0,-10217000.0
BDSX,2020-09-30,USD,5302000,9193000.0,3891000,3891000,-6240000.0,7879000.0,2706000.0,15433000.0,0,-2658000,0,2658000.0,0,53000,200000,0,-8845000.0,0,0,-8845000.0,0,-6240000.0,0,-8845000.0
BDTX,2019-12-31,USD,0,0.0,0,0,-10344000.0,2884000.0,7460000.0,10344000.0,0,440000,440000,0.0,0,0,0,0,-9875000.0,0,0,-9875000.0,0,-3940000.0,0,-9875000.0
BEAM,2019-12-31,USD,0,6000.0,0,0,-26371000.0,6160000.0,20217000.0,26377000.0,0,385000,504000,119000.0,0,0,1002000,0,-27850000.0,0,0,-27850000.0,-27882000,-26371000.0,0,-27850000.0
BEKE,2020-06-30,CNY,4383230000,20548915000.0,16165685000,16165685000,3435050000.0,3675157000.0,523670000.0,16706609000.0,0,58486000,105005000,39926000.0,0,0,0,0,3620528000.0,781715000,0,2838813000.0,0,-149197000.0,0,2836568000.0
BFT,2020-09-30,USD,0,0.0,0,0,-123513.0,123513.0,0.0,123513.0,0,126374,126374,0.0,0,0,0,0,2861.0,19538,0,-16677.0,0,-123513.0,0,-16677.0
BHAT,2019-06-30,USD,2222834,3176565.0,953732,953732,1268818.0,857868.0,96148.0,1907748.0,0,-19451,32,18759.0,0,0,0,0,1143746.0,55447,0,1088299.0,0,1162505.0,0,1088299.0
BHSE,2020-09-30,USD,0,0.0,0,0,-50.0,50.0,0.0,50.0,0,0,0,0.0,0,0,0,0,-50.0,0,0,-50.0,0,-50.0,0,-50.0
BIGC,2020-06-30,USD,28479000,36316000.0,7837000,7837000,-7383000.0,24517000.0,11345000.0,35862000.0,0,-1135000,17000,1152000.0,0,40000,0,0,-8478000.0,3000,0,-8481000.0,-8481000,-7383000.0,0,-8481000.0
BLCT,2020-06-30,CNY,77182914,247439121.0,170256207,170256207,-5450987.0,51297668.0,31336233.0,252890108.0,0,1945683,1945683,0.0,0,0,0,0,-3505691.0,-155928,0,-3349763.0,0,-5450600.0,0,-3349763.0
BNL,2020-09-30,USD,80744000,80744000.0,-15000,4187000,14926000.0,7214000.0,0.0,65061000.0,0,-18511000,-18511000,18511000.0,-392000,0,0,31363000,9840000.0,129000,18903000,15988000.0,12634000,14926000.0,46289000,8750000.0
BNR,2020-06-30,CNY,78398000,106971000.0,28573000,28573000,-73042000.0,80264000.0,71176000.0,180013000.0,0,1983000,44000,-1939000.0,0,0,0,0,-71055000.0,0,0,-71055000.0,0,-72876000.0,0,-71055000.0
BNTX,2019-09-30,EUR,24432000,28662000.0,4230000,4230000,-36874000.0,11252000.0,50396000.0,65536000.0,0,6779000,7294000,433000.0,0,0,0,0,-30095000.0,8000.0,0,-30103000.0,0,-21170000.0,0,-30103000.0
BORR,2019-06-30,USD,54900000,86600000.0,31700000,31700000,-40500000.0,14000000.0,0.0,127100000.0,0,-28200000,200000,20100000.0,0,0,0,0,-100700000.0,2500000,0,-103200000.0,0,-24000000.0,0,-103200000.0
BQ,2020-09-30,CNY,42635000,229190000.0,186555000,186555000,-34183000.0,77076000.0,0.0,263373000.0,0,-1929000,6374000,6416000.0,0,0,0,0,-26930000.0,500000,0,-27450000.0,0,-35426000.0,0,-28067000.0
BRBR,2019-09-30,USD,76700000,214500000.0,137800000,137800000,36000000.0,35100000.0,0.0,178500000.0,0,0,0,-11600000.0,0,0,0,0,36000000.0,9300000,0,26700000.0,0,36000000.0,0,26700000.0
BSY,2020-09-30,USD,160369000,202997000.0,42628000,42628000,5323000.0,74830000.0,50217000.0,155046000.0,0,-1934000,41000,1975000.0,0,13741000,0,0,16549000.0,10705000,0,5844000.0,5037000,5323000.0,0,5844000.0
BWAY,2019-03-31,USD,4024000,5182000.0,1158000,1158000,-1609000.0,3841000.0,1792000.0,6791000.0,0,-236000,-236000,-236000.0,0,0,0,0,-1845000.0,62000,0,-1907000.0,0,-1253000.0,0,-1907000.0
CABA,2019-09-30,USD,0,0.0,0,0,-5031000.0,1811000.0,3220000.0,5031000.0,0,381000,381000,0.0,0,0,0,0,-4650000.0,0,0,-4650000.0,0,-4999000.0,0,-4650000.0
CALT,2020-06-30,SEK,0,0.0,0,0,-66562000.0,18797000.0,48386000.0,66562000.0,0,5303000,0,0.0,0,0,0,0,-61259000.0,67000,0,-61326000.0,0,-66562000.0,0,-61326000.0
CAN,2019-12-31,USD,-673429000.0,463247000.0,1136676000.0,1136676000.0,-800263000.0,62217000.0,63609000.0,127739000.0,0,398000,1793000,1395000.0,0,0,0,0,-798211000.0,0,0,-798211000.0,0,-795607000.0,0,-798211000.0
CAPA,2020-09-30,USD,0,0.0,0,0,-50637.0,50637.0,0.0,50637.0,0,384,384,0.0,0,0,0,0,-50253.0,0,0,-50253.0,0,-50637.0,0,-50253.0
CAP,2020-12-31,USD,0,0.0,0,0,-147070.0,147070.0,0.0,147070.0,0,0,12580,0.0,0,0,0,0,-134490.0,0,0,-134490.0,0,-147070.0,0,-134490.0
CCAC,2019-12-31,USD,0,0.0,0,0,-22966.0,22966.0,0.0,22966.0,0,0,0,0.0,0,0,0,0,-22966.0,0,0,-22966.0,0,-22966.0,0,-22966.0
CDAK,2020-09-30,USD,0,954000.0,0,0,-35028000.0,5342000.0,30640000.0,35982000.0,0,-603000,4000,607000.0,0,0,0,0,-35293000.0,0,0,-35293000.0,-35293000,-35028000.0,0,-35293000.0
CD,2020-09-30,CNY,190327000,467484000.0,277157000,277157000,-93244000.0,271058000.0,12513000.0,560728000.0,0,-54635000,6280000,60915000.0,0,0,0,0,-157243000.0,16454000,0,-173697000.0,0,17249000.0,0,-173697000.0
CERT,2020-12-31,USD,29736000,64641000.0,34905000,34905000,-53520000.0,62786000.0,10505000.0,118161000.0,0,-5486000,0,5486000.0,0,0,0,0,-59927000.0,-5480000,0,-54447000.0,0,-43328000.0,0,-54447000.0
CFAC,2020-09-30,USD,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,-505.0,0,0,-505.0,0,0.0,0,-505.0
CGRO,2020-03-31,USD,0,0.0,0,0,-908.0,908.0,0.0,908.0,0,0,0,0.0,0,0,0,0,-908.0,0,0,-908.0,0,-908.0,0,-908.0
CHAQ,2020-03-31,USD,0,0.0,0,0,-16923.0,16923.0,0.0,16923.0,0,0,0,0.0,0,0,0,0,-16923.0,0,0,-16923.0,0,-16923.0,0,-16923.0
CHWY,2019-05-31,USD,272235000,1153545000.0,881310000,881310000,-83080000.0,355315000.0,0.0,1236625000.0,0,204000,0,0.0,0,0,0,0,-82876000.0,0,0,-82876000.0,0,-75450000.0,0,-82876000.0
CLEU,2020-03-31,USD,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,24338,0,0.0,0,0.0,0,0.0
CMBM,2019-06-30,USD,34312000,69151000.0,34839000,34839000,-9394000.0,27290000.0,15189000.0,78545000.0,0,-2301000,-2357000,2301000.0,0,0,0,0,-11751000.0,8623000,0,-20374000.0,0,-8057000.0,0,-20374000.0
CMPI,2020-06-30,USD,0,0.0,0,0,-8271000.0,1795000.0,6476000.0,8271000.0,0,6000,6000,0.0,0,0,0,0,-8348000.0,0,0,-8348000.0,0,-8271000.0,0,-8348000.0
CMPS,2020-09-30,USD,0,0.0,0,0,-13482000.0,6607000.0,6875000.0,13482000.0,0,0,0,0.0,0,0,0,0,-16612000.0,82000,0,-16694000.0,0,-9124000.0,0,-16694000.0
CNSP,2019-09-30,USD,0,0.0,0,0,-699094.0,420191.0,278903.0,699094.0,0,-7561,-7560,7561.0,0,0,0,0,-706655.0,0,0,-706655.0,0,-698396.0,0,-706655.0
CNTG,2019-09-30,EUR,4997000.0,11638000.0,6641000.0,6641000.0,-3375000.0,6672000.0,2011000.0,7840000.0,0,-1433000,0,1433000.0,0,0,0,0,-4276000.0,0,0,-4276000.0,0,-4097000.0,0,-4276000.0
CRSA,2019-03-31,USD,0,0.0,0,0,-85740.0,85740.0,0.0,85743.0,0,0,302660,0.0,0,0,0,0,216920.0,45552,0,171366.0,0,-85743.0,0,171370.0
CRSR,2020-09-30,USD,127944000,457103000.0,329159000,329159000,49721000.0,65321000.0,12902000.0,78223000.0,0,-10170000,0,10170000.0,0,-10147000,0,0,39574000.0,3217000,0,36357000.0,39426000,49721000.0,0,36357000.0
CRTX,2019-03-31,USD,0,0.0,0,0,-6075000.0,1250000.0,4825000.0,6075000.0,0,394000,394000,0.0,0,394000,0,0,-5681000.0,0,0,-5681000.0,0,-5662000.0,0,-5681000.0
DADA,2020-06-30,CNY,222918000,1323049000.0,1100131000,1100131000,-471911000.0,551052000.0,128601000.0,1794960000.0,0,13172000,15286000,2114000.0,0,0,0,0,-458739000.0,-1253000,0,-457486000.0,0,-456625000.0,0,-457486000.0
DAO,2019-09-30,CNY,89234000.0,345908000.0,256674000.0,256674000.0,-234742000.0,249047000.0,74929000.0,580650000.0,0,-4071000,-4071000,-0.01,0,0,0,0,-229874000.0,802000.0,0,-230676000.0,0,-234742000.0,0,-231130000.0
DASH,2020-12-31,USD,501000000,970000000.0,469000000,469000000,-305000000.0,566000000.0,209000000.0,1275000000.0,0,-9000000,1000000,10000000.0,0,0,0,0,-311000000.0,1000000,0,-312000000.0,0,-270000000.0,0,-312000000.0
DCBO,2020-12-31,USD,15781000,18756000.0,2975000,2975000,-704000.0,12501000.0,3524000.0,19460000.0,0,-93000,81000,162000.0,0,0,0,0,-4159000.0,-418000,0,-3741000.0,0,-3537000.0,0,-3741000.0
DCRB,2020-09-30,USD,0,0.0,0,0,-859.0,0.0,0.0,859.0,0,0,0,0.0,0,0,0,0,-859.0,0,0,-859.0,0,-859.0,0,-859.0
DCT,2020-08-31,USD,28679000,58322000.0,29643000,29643000,-21461000.0,35512000.0,14628000.0,79783000.0,0,30000,30000,-30000.0,0,0,0,0,-20806000.0,673000,0,-21479000.0,0,-15166000.0,0,-21610000.0
DFPH,2020-03-31,USD,0,0.0,0,0,-87774.0,38074.0,0.0,87774.0,0,42685,42685,0.0,0,0,0,0,-45089.0,0,0,-45089.0,0,-87774.0,0,-45089.0
DNK,2019-12-31,CNY,2015123000.0,2129348000.0,114225000.0,114225000.0,-837694000.0,2299510000.0,50124000.0,2967042000.0,0,-83298000,-83298000,99427000.0,0,0,0,0,-920992000.0,0,0,-920992000.0,0,-821565000.0,0,-919806000.0
DOYU,2019-06-30,CNY,301050000.0,1872729000.0,1571679000.0,1571679000.0,-9960000.0,241103000.0,84404000.0,1882689000.0,0,35166000,35166000,0.0,0,0,0,0,21440000.0,0,0,23156000.0,0,-9960000.0,0,22276000.0
DUO,2019-09-30,CNY,198849000.0,947963000.0,749114000.0,749114000.0,76836000.0,48614000.0,73399000.0,871127000.0,0,0,0,0.0,0,0,0,0,80308000.0,-3.64,0,80308000.0,0,76836000.0,0,80308000.0
EBC,2020-09-30,USD,0,146451000.0,0,0,0.0,81195000.0,0.0,0.0,0,98742000,100513000,1771000.0,0,0,0,0,35934000.0,7429000,0,28505000.0,0,0.0,0,28505000.0
EBON,2020-06-30,USD,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,367524,0,0.0,0,0.0,0,0.0
EDTK,2020-06-30,USD,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,872003,0,0.0,0,0.0,0,0.0
EH,2019-12-31,CNY,33196000.0,54684000.0,21488000.0,21488000.0,2145000.0,17521000.0,15468000.0,52539000.0,0,-191000,237000,428000.0,0,0,0,0,476000.0,627000,0,-156000.0,0,2679000.0,0,-1933000.0
EIC,2019-06-30,USD,1601890,2182000.0,580110,580110,1480990.0,86250.0,0.0,102810.0,0,0,-3069160,-258.0,0,0,0,0,-1588170.0,0,0,3093388.0,0,1566590.0,0,-1588170.0
ESSC,2020-03-31,USD,0,0.0,0,0,-94824.0,0.0,0.0,94824.0,0,792381,792381,0.0,0,0,0,0,697557.0,0,0,697557.0,0,-94824.0,0,697557.0
ETNB,2019-09-30,USD,0,0.0,0,0,-8198000.0,1518000.0,6680000.0,8198000.0,0,0,0,0.0,0,0,0,0,-18668000.0,57000,0,-18725000.0,0,-8193000.0,0,-18725000.0
EXPC,2019-09-30,USD,335856000,-991346000.0,655490000,655490000,-43053.0,-126909000.0,0.0,-259403000.0,0,168280,168280,0.0,0,0,0,0,125227.0,26088,0,99139.0,0,-158453000.0,0,99139.0
FMTX,2020-06-30,USD,0,0.0,0,0,-26959000.0,6448000.0,20511000.0,26959000.0,0,895000,895000,0.0,0,0,0,0,-28678000.0,-3238000,0,-25440000.0,0,-24095000.0,0,-25440000.0
FRLN,2020-06-30,USD,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0
FROG,2020-09-30,USD,31625000,38886000.0,7261000,7261000,-5399000.0,26643000.0,10381000.0,37024000.0,0,384000,384000,0.0,0,0,0,0,-5015000.0,250000,0,-5265000.0,-5715000,-5399000.0,0,-5265000.0
FSLY,2019-06-30,USD,25389000,46173000.0,20784000,20784000,-11681000.0,25826000.0,11244000.0,37070000.0,0,-2128000,861000,2989000.0,0,-1696000,3900000,0,-15505000.0,82000,0,-15587000.0,-15594000,-11681000.0,0,-15587000.0
FTHM,2020-06-30,USD,2331965,38688744.0,36356779,36356779,184457.0,2147508.0,0.0,38504287.0,0,-32659,0,32659.0,0,0,0,0,161798.0,1000,0,160798.0,0,238953.0,0,160798.0
FTIV,2020-09-30,USD,0,0.0,0,0,-19908.0,19908.0,0.0,19908.0,0,63,63,0.0,0,0,0,0,-19845.0,0,0,-19845.0,0,-19908.0,0,-19845.0
FUBO,2020-09-30,USD,73375000,73375000.0,0,71006000,-302164000.0,30538000.0,10727000.0,363366000.0,0,10081000,0,-10081000.0,63294000,0,100000,14413000,-290188000.0,-16071000,-12173000,-274117000.0,-277227000,-302164000.0,-287751000,-274117000.0
FUSN,2020-06-30,USD,0,0.0,0,0,-7261000.0,3988000.0,3325000.0,7261000.0,0,22000,22000,0.0,0,0,0,0,-44583000.0,150000,0,-44733000.0,0,-1098000.0,0,-44733000.0
